names,scores,logfoldchanges,pvals,pvals_adj,pct_agg,pct_ctrl,cell_type
SEC61G,177.55156,243.32965,0,0,0.2109086,0.287307826,BC
SLPI,171.6067,15.817872,0,0,0.171065814,0.064732401,BC
MT2A,159.56415,51.43651,0,0,0.641569051,0.244451508,BC
CSAG1,154.92854,7.477474,0,0,0.157483046,0.128857935,BC
VOPP1,153.36684,10.621749,0,0,0.082498459,0.106779563,BC
RPL13A,152.24915,42.481358,0,0,0.321921239,0.204802913,BC
DEK,151.71562,16.581297,0,0,0.14278283,0.040226563,BC
MRPL4,151.00345,7.962453,0,0,0.201198366,0.151023003,BC
UPF3B,146.89067,5.5607185,0,0,0.345522503,0.484972836,BC
MRPS6,146.48741,8.257197,0,0,0.262715783,0.301468038,BC
SFRP1,142.11444,6.5337963,0,0,0.123555025,0.056062883,BC
RCN1,141.66682,5.636489,0,0,0.172973181,0.302912958,BC
IRAK1,141.46251,5.3313303,0,0,0.183145808,0.142931453,BC
MAGEA12,141.17943,7.045389,0,0,0.413108816,0.392324587,BC
PSPH,141.16313,5.707926,0,0,0.358623613,0.323604208,BC
CLTA,140.08655,13.504519,0,0,0.144112207,0.113397295,BC
CD44,139.80977,8.913928,0,0,0.509459772,0.287741302,BC
RBP1,139.69913,8.740682,0,0,0.404862824,0.229655531,BC
KRT81,139.27841,33.754345,0,0,0.111629162,0.096520633,BC
C8orf33,137.74918,5.4933634,0,0,0.818568896,0.602444804,BC
TMSB10,136.69159,57.928635,0,0,0.122399044,0.069760721,BC
HOMER3,135.98323,5.365534,0,0,0.158003237,0.059472893,BC
NDUFA1,134.16087,7.599966,0,0,0.059205456,0.207692752,BC
BCAP31,132.6629,6.875427,0,0,0.342767417,0.434920818,BC
PEG10,132.39977,5.030592,0,0,0.633053329,0.488007167,BC
CDKN2A,128.85284,5.0805044,0,0,0.191353268,0.133192694,BC
KCNN4,127.99919,3.5117276,0,0,0.381820284,0.304011097,BC
EIF2S2,125.53753,9.742673,0,0,0.266299322,0.167552884,BC
MED10,125.06326,4.784579,0,0,0.244836621,0.036527569,BC
CBX3,119.52622,6.9033356,0,0,0.995838471,0.988960814,BC
TCEAL4,117.8083,4.638478,0,0,0.989673243,0.990752514,BC
ISYNA1,115.88925,4.8251534,0,0,0.787762022,0.603196162,BC
NFIX,115.545296,3.500737,0,0,0.849684032,0.640966362,BC
WNT6,115.37163,5.7706013,0,0,0.135904747,0.088891458,BC
TLE4,114.78009,3.9880722,0,0,0.169986899,0.064356722,BC
RCAN1,113.69055,6.22972,0,0,0.381820284,0.276904404,BC
SLC1A3,113.00916,6.5674815,0,0,0.426653052,0.254652641,BC
TRIM56,108.694244,3.3420937,0,0,0.18239442,0.055484915,BC
HSP90AB1,104.768036,20.634579,0,0,0.186478884,0.074008785,BC
PCNA,104.5603,4.095088,0,0,0.106658446,0.028291527,BC
DDX21,103.76448,4.484068,0,0,0.31912762,0.294821408,BC
CASP14,103.65988,9.128536,0,0,0.327354346,0.148335453,BC
TPM1,102.46128,17.283272,0,0,0.2734086,0.061437984,BC
LCN2,102.320595,3.7358086,0,0,0.52225262,0.116316033,BC
SNU13,102.04543,7.1638427,0,0,0.535796856,0.157322853,BC
LSR,98.73374,3.1404288,0,0,0.63025971,0.708241822,BC
SNHG15,98.52451,3.870396,0,0,0.158138101,0.172696798,BC
RANBP1,97.622734,4.102175,0,0,0.242428329,0.201826378,BC
CRNDE,96.33985,4.1678257,0,0,0.152069205,0.030112126,BC
PPIA,95.993706,27.714045,0,0,0.204878237,0.195035256,BC
EGR1,95.95999,2.365311,0,0,0.153090321,0.168362039,BC
DNAJC9,95.89483,2.9592335,0,0,0.450562577,0.38021616,BC
PLD3,95.331474,2.7190552,0,0,0.158504162,0.12608369,BC
TES,94.98611,2.1117249,0,0,0.017513101,0.159230147,BC
NDUFB2,93.98887,6.6922665,0,0,0.125770654,0.071379031,BC
CLIC1,93.86277,8.935732,0,0,0.35858508,0.180846145,BC
S100A2,93.75539,6.1730285,0,0,0.226186806,0.574615651,BC
ATP5MF,93.75211,7.399473,0,0,0.02304254,0.522685239,BC
ZFAS1,93.089584,20.609352,0,0,0.116098952,0.081031095,BC
MAP3K20,91.52725,3.473883,0,0,0.532444513,0.261299272,BC
S100A7,91.41919,9.62829,0,0,0.78535373,0.796815397,BC
RPS10,91.15376,9.7654085,0,0,0.276279285,0.156513698,BC
MACF1,91.13442,2.4968483,0,0,0.440062423,0.213790313,BC
COX7B,89.223854,5.852429,0,0,0.129989982,0.040371055,BC
FGFBP1,88.7475,4.615756,0,0,0.480020808,0.31510808,BC
NNMT,88.479065,4.625718,0,0,0.164939118,0.130678534,BC
ATP5PF,88.29784,9.237093,0,0,0.221293157,0.160039302,BC
NDUFV2,88.10318,6.8253703,0,0,0.466264642,0.374060802,BC
ALDH1A3,87.45184,2.509529,0,0,0.221871147,0.223962548,BC
FAT1,87.071365,2.4167442,0,0,0.37794775,0.332389319,BC
DYNLL1,86.886604,7.6725373,0,0,0.437422935,0.025748468,BC
EPHB6,86.65634,4.128748,0,0,0.355752928,0.029331869,BC
CASP4,86.61699,2.808386,0,0,0.292867602,0.038694949,BC
CTSC,86.29018,2.4380314,0,0,0.096948212,0.11961045,BC
GGCT,85.68874,3.874911,0,0,0.258168927,0.092937233,BC
DNAJC15,85.436844,2.7809198,0,0,0.507745068,0.372153508,BC
FDPS,85.401474,3.3211162,0,0,0.157155518,0.003612299,BC
MYL12B,85.287384,13.582469,0,0,0.544447441,0.180961739,BC
ABRACL,84.9424,3.16844,0,0,0.322595561,0.331782453,BC
RPS17,84.836205,2.8202877,0,0,0.372437577,0.306351867,BC
NETO2,81.208565,2.8167474,0,0,0.167694205,0.15665819,BC
MBNL2,80.78016,2.2350883,0,0,0.211563656,0.061726968,BC
TUT4,80.04739,2.5843956,0,0,0.239307182,0.047219975,BC
ARHGAP18,79.09081,2.66221,0,0,0.885384556,0.665501098,BC
WLS,78.98085,3.1702669,0,0,0.152839858,0.088602474,BC
MT1E,78.04412,5.85691,0,0,0.09821979,0.10377413,BC
PIK3R3,77.390976,1.8863562,0,0,0.392243372,0.198705352,BC
ATP5ME,77.20184,4.1500425,0,0,0.385018496,0.159143452,BC
MRPL51,77.115364,4.1892157,0,0,0.475242756,0.418275344,BC
PLEKHF1,77.09437,4.0457745,0,0,0.130394575,0.106201595,BC
EIF4EBP1,77.07772,2.7213137,0,0,0.11895037,0.006213155,BC
ASNS,77.074356,2.4418745,0,0,0.639083693,0.283059762,BC
CCDC71L,76.891304,2.7573404,0,0,0.851938194,0.605103456,BC
PADI2,76.786446,2.7251253,0,0,0.832479192,0.664952029,BC
HMGN2,76.55845,8.160427,0,0,0.247726572,0.170905098,BC
SPRY2,75.089455,3.883706,0,0,0.319493681,0.275401688,BC
RACK1,74.919014,30.63729,0,0,0.039168465,0.226014334,BC
PDLIM2,73.867035,2.016469,0,0,0.154034371,0.127066235,BC
CITED2,73.86376,2.4473672,0,0,0.101841862,0.072390475,BC
RBMS1,73.444374,1.8489118,0,0,0.213220561,0.269101838,BC
LXN,73.32893,1.8550519,0,0,0.124749538,0.088400185,BC
SH3KBP1,73.16638,2.9070432,0,0,0.253699137,0.182262166,BC
CEBPB,72.25738,4.1699977,0,0,0.050208076,0.169749162,BC
GPNMB,71.9198,3.5321703,0,0,0.299148428,0.245173968,BC
ACTN1,71.89485,2.3321285,0,0,0.170526356,0.134493122,BC
MT-CO3,70.94932,160.18277,0,0,0.267031443,0.254363657,BC
KRT15,70.65248,5.4849987,0,0,0.626676171,0.503641198,BC
PHACTR2,70.64112,1.931546,0,0,0.20859664,0.031846029,BC
CPA4,70.53732,4.4058385,0,0,0.173435573,0.057507803,BC
TFPI,70.214096,3.9872475,0,0,0.830051634,0.249479829,BC
TTC3,70.18665,2.3047464,0,0,0.641723181,0.527280083,BC
PLSCR1,69.94203,1.9552753,0,0,0.970830764,0.951046122,BC
HLA-C,69.82979,4.4652395,0,0,0.673743835,0.415732285,BC
UQCC3,69.44953,2.6411347,0,0,0.868025586,0.771095827,BC
TSC22D3,69.30697,2.2620697,0,0,0.165362978,0.34423766,BC
OCIAD2,68.62624,2.1454487,0,0,0.290382244,0.248612877,BC
LMNA,68.61622,7.434132,0,0,0.831631473,0.516818865,BC
MYL12A,68.584526,6.1920176,0,0,0.258978113,0.203184603,BC
CDC42EP3,68.220505,1.9835162,0,0,0.909178483,0.821147844,BC
MCM7,68.18729,1.891583,0,0,0.179408138,0.150473934,BC
UBB,67.573685,7.3929567,0,0,0.137792848,0.013929026,BC
ITGA3,67.42964,2.1316097,0,0,0.053059494,0.155531152,BC
CCDC80,66.841866,3.8959227,0,0,0.83417463,0.771991677,BC
JUN,66.56582,3.8362606,0,0,0.133978113,0.115680268,BC
PHKG1,66.56439,3.120388,0,0,0.308049476,0.039099526,BC
GCHFR,65.070244,2.0418584,0,0,0.209617756,0.360507456,BC
SRSF7,64.64368,3.1168683,0,0,0.150007707,0.095278003,BC
BTN3A2,64.29606,3.3927455,0,0,0.379546856,0.151572073,BC
FAM20C,64.21756,2.7958949,0,0,0.131935882,0.040515547,BC
CREG1,64.166374,1.9895271,0,0,0.248555025,0.25017339,BC
HSP90AA1,64.145,23.632053,0,0,0.124055949,0.139087967,BC
EML4,63.95996,1.456445,0,0,0.930698983,0.837302046,BC
DKK1,63.70702,5.772095,0,0,0.176730117,0.240983701,BC
FAM89A,62.4811,3.4426744,0,0,0.018861745,0.27806034,BC
PGM2L1,62.435738,2.210544,0,0,0.132282676,0.054097792,BC
HIPK3,62.42795,1.897782,0,0,0.171797935,0.101780141,BC
MTUS1,61.83707,1.8685017,0,0,0.328279131,0.491763958,BC
ABL2,61.75512,2.036141,0,0,0.741060419,0.760316726,BC
PLPP2,61.57236,1.999527,0,0,0.220464704,0.162842446,BC
DNAJB2,60.98439,1.9724004,0,0,0.463413224,0.382354641,BC
HBS1L,60.896706,2.024524,0,0,0.352843711,0.409808115,BC
IGFL2-AS1,60.72583,6.6799545,0,0,0.827970869,0.541324702,BC
PNRC1,60.574078,1.446387,0,0,0.188675247,0.084036528,BC
OSBPL8,60.424854,1.4493272,0,0,0.13147349,0.132499133,BC
TSTD1,60.35181,4.5333757,0,0,0.45528283,0.15989481,BC
CKLF,60.199753,1.6290234,0,0,0.457113132,0.313200786,BC
TXNDC17,59.812748,2.8621736,0,0,0.193376233,0.100826494,BC
AHR,59.7289,1.8001547,0,0,0.814985358,0.523003121,BC
IVNS1ABP,59.115852,1.5039272,0,0,0.110569513,0.096491735,BC
RND3,58.636368,1.6699417,0,0,0.560881628,0.358860247,BC
APOL6,58.598858,1.9100727,0,0,0.305544852,0.156311409,BC
MET,58.593792,2.1024148,0,0,0.142725031,0.085857126,BC
SYNE2,58.56014,1.7652916,0,0,0.097449137,0.120997573,BC
APLP2,58.29211,3.0444634,0,0,0.363825524,0.217431511,BC
RPL23,57.269447,6.5792565,0,0,0.140066276,0.021327014,BC
TCHH,57.214375,5.1189137,0,0,0.302153977,0.15215004,BC
STK17A,57.159996,1.7785214,0,0,0.507090012,0.387671945,BC
IGF2BP2,57.150608,1.4336377,0,0,0.22343172,0.225956537,BC
SH3BGRL3,57.120922,1.8252311,0,0,0.119547626,0.101809039,BC
LY6E,56.977005,2.9088068,0,0,0.439927559,0.265084961,BC
NIN,56.9601,1.9404911,0,0,0.218403206,0.098832505,BC
ARHGDIB,56.950794,1.5587246,0,0,0.603710697,0.435498786,BC
ETS1,56.90052,1.8159709,0,0,0.398716862,0.298578199,BC
TBC1D1,56.605553,1.6242987,0,0,0.216264642,0.143133742,BC
CCDC85B,56.290367,1.9047455,0,0,0.554909063,0.269477517,BC
C1QBP,56.258884,2.8097808,0,0,0.638139642,0.183418102,BC
ING1,56.252094,1.5128903,0,0,0.125770654,0.22104381,BC
NFKBIZ,56.19987,1.080152,0,0,0.2265336,0.216940238,BC
TGFB2,55.988388,2.096973,0,0,0.521058107,0.636718298,BC
NR4A2,55.858917,1.5230756,0,0,0.70801865,0.65035834,BC
ZNF292,55.82554,1.0842597,0,0,0.210696671,0.166310253,BC
HMGB1,55.65905,11.10176,0,0,0.362977805,0.485146226,BC
DOCK9,55.35775,2.4982295,0,0,0.106234587,0.068113513,BC
TRA2A,55.213802,1.5125513,0,0,0.098393187,0.368743498,BC
MSN,55.101585,0.4071037,0,0,0.053040228,0.246994567,BC
HIF1A,55.070362,1.4653008,0,0,0.189522965,0.167032713,BC
ELL2,54.96304,1.5079485,0,0,0.707479192,0.428331985,BC
PCSK1N,54.6937,1.6701188,0,0,0.241985203,0.164316264,BC
SMOX,54.687695,2.06065,0,0,0.175265875,0.118801295,BC
NDUFB1,54.647327,2.7452025,0,0,0.175728268,0.134117443,BC
RUNX3,54.425903,3.0794697,0,0,0.134421239,0.162784649,BC
TMX4,54.35225,1.8192511,0,0,0.108893342,0.051034562,BC
CENPW,54.191906,2.2829628,0,0,0.14025894,0.111229916,BC
TPBG,54.16344,1.6652944,0,0,0.624364211,0.603831927,BC
LYAR,53.9787,1.494337,0,0,0.478652898,0.377557508,BC
GRAMD2B,53.480194,2.2090154,0,0,0.254431258,0.27392787,BC
TMEM156,52.58043,3.8304834,0,0,0.568800092,0.310542134,BC
ACSL4,52.237232,3.1476452,0,0,0.354712546,0.266500983,BC
SUN3,52.180645,8.0315485,0,0,0.409062885,0.113715177,BC
CD109,51.941322,1.7788335,0,0,0.749499075,0.310802219,BC
ATXN1,51.822006,1.405713,0,0,0.107313502,0.060571032,BC
ARID5B,51.482315,2.2395978,0,0,0.475242756,0.362067969,BC
PROM1,51.479023,1.7847114,0,0,0.220657367,0.136458213,BC
MALT1,51.45421,2.0653179,0,0,0.265336005,0.171511964,BC
NREP,51.394062,2.8329945,0,0,0.364364982,0.331493469,BC
FTX,51.36795,1.6334168,0,0,0.330783755,0.284764767,BC
MSL3,51.318073,1.6261377,0,0,0.45428098,0.291844873,BC
PAPSS1,51.14904,1.4697258,0,0,0.471505086,0.162380072,BC
HSD17B2,50.96794,3.2936585,0,0,0.132552404,0.108860247,BC
SUPV3L1,50.7595,1.7988905,0,0,0.136039612,0.117674257,BC
MPHOSPH8,50.72631,1.3837804,0,0,0.255317509,0.111894579,BC
PAXBP1,50.53825,1.3842667,0,0,0.415844636,0.223644665,BC
KLF6,50.480232,1.7422469,0,0,0.421027281,0.206796902,BC
ITM2C,50.36201,1.1960206,0,0,0.89120299,0.795977344,BC
HSPA1A,50.162983,2.5178041,0,0,0.156076603,0.098630216,BC
N4BP1,49.89222,1.1922628,0,0,0.106369451,0.087157554,BC
MLLT6,49.838497,1.4060198,0,0,0.318010173,0.414431858,BC
TPM4,49.804478,0.9200711,0,0,0.879700986,0.597358687,BC
C21orf91,49.762547,2.1315715,0,0,0.809224723,0.732169691,BC
TFCP2L1,49.582268,2.2440073,0,0,0.849472102,0.637816437,BC
CLEC7A,49.324142,1.2072085,0,0,0.481600647,0.376517166,BC
RCAN3,49.02833,1.2412391,0,0,0.251290845,0.186163449,BC
NFAT5,48.974247,1.23703,0,0,0.775527898,0.752860941,BC
BTG1,48.972473,3.3025622,0,0,0.799514488,0.836319501,BC
MEIS2,48.922104,2.7794335,0,0,0.741715475,0.674806381,BC
EHF,48.920574,0.8966743,0,0,0.714299476,0.708646399,BC
CCNL1,48.807217,1.0104375,0,0,0.709193896,0.81421223,BC
MGAT4A,48.602825,1.6304307,0,0,0.771828761,0.78398451,BC
EHD1,48.52916,1.2386781,0,0,0.759594636,0.691885331,BC
NT5E,48.48536,3.1611207,0,0,0.774391184,0.717604901,BC
BANP,48.467636,1.5928308,0,0,0.801614519,0.810744423,BC
NEAT1,48.400818,-13.549146,0,0,0.747456843,0.718269564,BC
ELOB,48.346058,4.7667937,0,0,0.793792386,0.79100682,BC
SMS,48.31766,1.792219,0,0,0.178810882,0.117038493,BC
MGST2,48.09959,1.5290972,0,0,0.25705148,0.208935383,BC
RAC2,48.04538,1.9970483,0,0,0.346505086,0.433764883,BC
MYSM1,47.931072,1.4858181,0,0,0.109124538,0.062796209,BC
LMO7,47.781178,1.3692551,0,0,0.4336082,0.238296151,BC
ACTB,47.699825,24.67142,0,0,0.305698983,0.23956768,BC
CCND3,47.471313,1.4780451,0,0,0.152454531,0.113657381,BC
IRS2,47.431843,1.2307866,0,0,0.162742756,0.111576696,BC
OPTN,47.365685,1.5230405,0,0,0.279573829,0.227719339,BC
GUCY1A1,47.323486,3.4331746,0,0,0.238035604,0.157987516,BC
GADD45A,47.26751,2.1401687,0,0,0.293407059,0.187001503,BC
AGPAT5,46.800495,1.6238835,0,0,0.05313656,0.116691712,BC
IDS,46.574387,1.4253683,0,0,0.8984086,0.706334528,BC
SAA2,46.50642,0.9239494,0,0,0.954088317,0.953502485,BC
KCNG1,46.227074,1.9259211,0,0,0.106311652,0.089902901,BC
RALGAPA2,45.979454,2.0364664,0,0,0.320726726,0.156860479,BC
ATF6B,45.792236,1.1802514,0,0,0.376926634,0.544359034,BC
CD24,45.66536,4.608097,0,0,0.752408292,0.465842099,BC
PHLDA1,45.537495,1.2845558,0,0,0.264989211,0.220957115,BC
ADD3,45.3298,1.3753761,0,0,0.320476264,0.312825107,BC
PSMB9,45.152443,1.6461314,0,0,0.31134402,0.240694717,BC
RNF213,44.898346,0.792431,0,0,0.896327836,0.764420298,BC
MAP4K4,44.781013,1.3234718,0,0,0.360704377,0.177118252,BC
TNFSF10,44.589615,3.1615565,0,0,0.04982275,0.238903017,BC
ADAM17,44.519844,1.0527785,0,0,0.207671856,0.190180326,BC
PHLDB2,44.356876,1.6434727,0,0,0.581554408,0.555716102,BC
MCM5,44.30695,1.0359923,0,0,0.437634864,0.251069241,BC
GAL,44.278027,1.5196735,0,0,0.170815351,0.293029708,BC
RAI14,44.266014,1.3799386,0,0,0.134845099,0.025170501,BC
GTF2B,44.207386,1.0537189,0,0,0.374229346,0.324124379,BC
VCL,44.123207,1.1903772,0,0,0.875250462,0.703733672,BC
ANPEP,43.9503,2.686887,0,0,0.094250925,0.103860825,BC
AKAP1,43.911324,1.3950807,0,0,0.168638255,0.529476361,BC
CSRP2,43.54168,1.6003188,0,0,0.383342324,0.372095711,BC
CAMK1D,43.538704,1.7070856,0,0,0.123978884,0.051583632,BC
ALCAM,43.455475,1.319378,0,0,0.174784217,0.029389666,BC
PTPN4,43.403538,1.8356901,0,0,0.076680025,0.125996995,BC
SSPN,43.209633,1.2177655,0,0,0.26073135,0.150271645,BC
ITGB8,43.19432,0.33314815,0,0,0.247302713,0.190931684,BC
CKAP2,42.899353,1.4793613,0,0,0.105502466,0.074673448,BC
UCA1,42.705803,2.4961407,0,0,0.241619143,0.144318576,BC
FAM13B,42.138554,1.6191614,0,0,0.132899199,0.25953647,BC
MXI1,42.091724,1.2056496,0,0,0.040729038,0.488151659,BC
MT-ND3,42.027035,54.104908,0,0,0.075138718,0.239076407,BC
PCBD1,41.515892,2.5754392,0,0,0.415767571,0.400647324,BC
ZC3HAV1,41.496105,1.2020502,0,0,0.245029285,0.086608485,BC
DYRK1A,41.44492,1.1537913,0,0,0.125019266,0.022829731,BC
BMP1,41.33659,2.9226432,0,0,0.120067818,0.081146688,BC
CMTM7,41.172184,1.1936438,0,0,0.117987053,0.051468038,BC
BRCA2,41.158985,1.9869289,0,0,0.101360203,0.034331291,BC
LMNB1,41.13951,1.365624,0,0,0.199290999,0.113079413,BC
ING4,41.13086,1.214064,0,0,0.287819821,0.251329326,BC
RNF38,41.096775,1.6456379,0,0,0.416730888,0.309126113,BC
CARD16,40.969383,3.762476,0,0,0.151626079,0.126459369,BC
ANP32E,40.570774,1.154894,0,0,0.355155672,0.49263091,BC
CDKN2B,40.539497,1.7631924,0,0,0.439542232,0.353658537,BC
MEX3A,40.536964,1.387482,0,0,0.789052867,0.841521211,BC
PPP1R12C,40.459114,1.7379618,0,0,0.199271732,0.034620275,BC
MAN1A1,40.35582,1.9851854,0,0,0.237631011,0.10287828,BC
SERINC1,40.317215,0.94310194,0,0,0.102284988,0.061004508,BC
OLFM2,40.259544,3.1518817,0,0,0.044774969,0.11096983,BC
MIB2,39.24983,1.4039308,0,0,0.364018187,0.322737256,BC
NUPR1,39.223877,3.461001,0,0,0.510750617,0.488469541,BC
RPA3,39.158825,1.2872689,0,0,0.103595099,0.03363773,BC
CALM1,39.11322,2.4218414,0,0,0.685110974,0.529100682,BC
JOSD1,39.01563,0.9853446,0,0,0.112765875,0.075453705,BC
EN1,38.897865,1.235703,0,0,0.240713625,0.19029592,BC
CTSB,38.54692,1.0902605,0,0,0.277049938,0.190671599,BC
ARHGAP21,38.404778,0.92080563,0,0,0.295044698,0.141168651,BC
MFHAS1,38.391376,1.769602,0,0,0.267320438,0.186857011,BC
MT-ND5,38.29701,6.019743,0,0,0.308897195,0.202115362,BC
MDK,38.2466,2.3057408,0,0,0.847044544,0.76115478,BC
TSPAN5,37.962738,1.3921509,0,0,0.246532059,0.59909259,BC
AMIGO2,37.959484,2.3821855,0,0,0.195803792,0.124956652,BC
SLC26A2,37.857426,1.5693452,0,0,0.172722719,0.177060455,BC
CENPM,37.66449,1.5036395,1.89509030909344e-310,0.00E+00,0.848373921,0.747283551,BC
CENPN,37.62288,1.4901606,9.0860538735775e-310,0.00E+00,0.107679562,0.250433476,BC
TMSB4X,37.595222,34.95455,0.00E+00,2.63E-308,0.725127158,0.345306901,BC
TGFBI,37.446568,3.592283,6.83E-307,6.95E-306,0.106369451,0.071899202,BC
PALMD,37.260426,2.8644757,7.18E-304,7.28E-303,0.304350339,0.050745579,BC
FYN,36.867336,2.5141692,1.54E-297,1.55E-296,0.850724414,0.749942203,BC
EPS15,35.9056,1.0353436,2.50E-282,2.45E-281,0.275604963,0.377528609,BC
TACC3,35.71867,1.410918,2.03E-279,1.98E-278,0.124402744,0.409432436,BC
FMNL2,35.27094,1.7558177,1.64E-272,1.58E-271,0.180987978,0.299011675,BC
PTAR1,35.25153,1.2243403,3.25E-272,3.12E-271,0.152782059,0.1133106,BC
CREBRF,35.220528,1.1120597,9.70E-272,9.28E-271,0.368796239,0.157814126,BC
LYSMD2,35.1936,1.0894924,2.51E-271,2.40E-270,0.195013872,0.334238816,BC
SNAPC1,35.106293,1.6421504,5.40E-270,5.13E-269,0.911606042,0.833920934,BC
IFIH1,34.297844,1.5282062,8.45E-258,7.83E-257,0.238016338,0.307247717,BC
INAFM1,34.272705,1.4707972,2.00E-257,1.85E-256,0.226726264,0.252225176,BC
SESN3,34.018723,2.2115378,1.18E-253,1.08E-252,0.330321363,0.155617848,BC
CCDC93,33.984943,1.1907158,3.72E-253,3.40E-252,0.28614365,0.090625361,BC
STK4,33.283524,0.8483842,6.69E-243,6.01E-242,0.233893342,0.108195584,BC
NSD3,33.061768,0.7260335,1.05E-239,9.41E-239,0.176730117,0.207923939,BC
TENT5A,33.007095,1.167624,6.43E-239,5.73E-238,0.10821902,0.154808693,BC
TPRA1,32.577995,1.277761,8.41E-233,7.40E-232,0.108084155,0.227603745,BC
CST6,32.346157,3.570483,1.57E-229,1.37E-228,0.814850493,0.464830655,BC
TNKS2,32.052715,0.8864029,2.01E-225,1.75E-224,0.024121455,0.475262975,BC
LAMB2,32.04383,1.0030152,2.68E-225,2.32E-224,0.069859741,0.221708473,BC
ATAD2,31.96707,1.2103266,3.13E-224,2.70E-223,0.034891338,0.16258236,BC
MID1IP1,31.929434,1.1369196,1.04E-223,8.97E-223,0.103729963,0.026962201,BC
GRAMD1A,31.895933,0.73692083,3.04E-223,2.61E-222,0.376753237,0.23650445,BC
SLCO4A1,30.76714,2.5047255,7.21E-208,6.04E-207,0.862245684,0.705496474,BC
CYB5R4,30.732878,1.1273999,2.07E-207,1.73E-206,0.015682799,0.19191423,BC
KIF2C,30.46302,1.6702888,8.05E-204,6.67E-203,0.147657213,0.050976766,BC
ADRB2,30.446568,2.441905,1.33E-203,1.10E-202,0.176730117,0.11114322,BC
PELI2,30.35803,3.96855,1.97E-202,1.62E-201,0.161374846,0.128077679,BC
PGAP1,30.260927,1.7813803,3.75E-201,3.08E-200,0.824368064,0.267281239,BC
LRRC75A,30.183624,1.5258892,3.89E-200,3.19E-199,0.922144729,0.87842446,BC
INTS6,30.103691,0.915595,4.34E-199,3.55E-198,0.971139026,0.936596925,BC
TRMT13,29.91364,1.2395594,1.31E-196,1.07E-195,0.818607429,0.215408623,BC
ELF2,29.695608,0.8401396,8.75E-194,7.10E-193,0.26799476,0.094324356,BC
CLK4,29.582,1.0075239,2.55E-192,2.06E-191,0.243776973,0.122269102,BC
SMC5,29.576649,0.8301457,2.98E-192,2.41E-191,0.561902744,0.389781528,BC
TAGLN,29.45039,1.5394528,1.24E-190,1.00E-189,0.165093249,0.124696567,BC
PLAUR,29.39736,0.6518465,5.94E-190,4.76E-189,0.694358816,0.485464108,BC
DNAJC3,29.256124,0.6795062,3.75E-188,3.00E-187,0.710215012,0.571725812,BC
GCC2,29.195581,0.5355863,2.21E-187,1.76E-186,0.299784217,0.206305629,BC
ANTXR1,29.142382,1.8508239,1.04E-186,8.31E-186,0.144863594,0.184689631,BC
NABP1,29.037594,0.7295276,2.21E-185,1.75E-184,0.107814427,0.136227026,BC
RHOD,29.02385,0.8948004,3.29E-185,2.61E-184,0.655363748,0.577938967,BC
EPHA4,28.901321,1.8524222,1.15E-183,9.06E-183,0.182432953,0.018899549,BC
RICTOR,28.87206,0.6771513,2.68E-183,2.11E-182,0.130028514,0.007571379,BC
TUBA1B,28.831997,4.306846,8.52E-183,6.71E-182,0.100820746,0.074500058,BC
DHRS7,28.746359,1.3983166,1.01E-181,7.89E-181,0.683897195,0.574153277,BC
PPP1R12B,28.663198,1.3537208,1.10E-180,8.58E-180,0.175786067,0.050947867,BC
CRIM1,28.593082,0.9482325,8.19E-180,6.38E-179,0.137657984,0.11582476,BC
ATP5F1B,28.585554,1.6978097,1.02E-179,7.91E-179,0.312577065,0.206190036,BC
NEDD4,28.56969,1.5360956,1.60E-179,1.24E-178,0.151876541,0.032135013,BC
UBN2,28.562052,0.8372702,1.99E-179,1.55E-178,0.425497072,0.012917582,BC
SINHCAF,28.46631,0.8834042,3.06E-178,2.38E-177,0.256743218,0.182580049,BC
KITLG,28.377722,1.7737657,3.81E-177,2.95E-176,0.473739982,0.146543752,BC
NR1D2,28.300959,0.90375566,3.36E-176,2.60E-175,0.274969174,0.135995839,BC
ADCY3,28.189486,1.4852679,7.87E-175,6.06E-174,0.893803946,0.711940816,BC
TOPORS,28.12579,0.93876284,4.74E-174,3.63E-173,0.625809186,0.173072477,BC
GPRC5A,28.060297,0.81801224,2.99E-173,2.29E-172,0.703645191,0.188244134,BC
HLA-F,28.022186,1.4094267,8.72E-173,6.67E-172,0.439253237,0.185440989,BC
SIPA1L1,27.790066,0.997562,5.72E-170,4.35E-169,0.244913687,0.167119408,BC
PFDN4,27.772917,0.10430847,9.22E-170,7.01E-169,0.136656134,0.075164721,BC
ZNF506,27.602585,1.4101322,1.04E-167,7.83E-167,0.307490752,0.267483528,BC
ZFAND5,27.586906,0.6113653,1.60E-167,1.21E-166,0.117987053,0.056005086,BC
RMRP,27.530186,4.0476456,7.64E-167,5.76E-166,0.929022811,0.805513813,BC
CYLD,27.432007,0.7428142,1.14E-165,8.56E-165,0.376059649,0.273089816,BC
ORAI1,27.30261,0.7627562,3.95E-164,2.95E-163,0.282733508,0.250520171,BC
VAMP8,27.189787,1.4465686,8.58E-163,6.40E-162,0.460446208,0.251502716,BC
NQO1,26.875343,1.360834,4.27E-159,3.14E-158,0.004623921,0.120708589,BC
LRRC8A,26.869127,0.9494635,5.04E-159,3.71E-158,0.312673397,0.274419142,BC
RAB25,26.747467,0.9863995,1.32E-157,9.67E-157,0.431469636,0.342301468,BC
